bone_id,period_class,group_order,sentence_simple,surface_form,canonical_entity_id,canonical_name,entity_phase,entity_type,entity_subtype,entity_role,rule_hit,confidence,linked_entity_id
H00005,典賓,0,乙巳卜殻貞未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00005,典賓,1,未释殻貞王大令眾匕曰未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00005,典賓,1,未释殻貞王大令眾匕曰未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00007,賓三,0,癸未卜爭貞王在茲򾮷咸狩,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00007,賓三,0,癸未卜爭貞王在茲򾮷咸狩,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00010,賓三,0,戊寅卜賓貞王往以眾黍于囧,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00010,賓三,0,戊寅卜賓貞王往以眾黍于囧,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00012,賓三,0,貞叀小臣令眾黍一夕,小臣,XIAO_CHEN,小臣,living,human,official,agent,living_named_person,high,
H00012,賓三,2,貞王心未释亡來未释自一夕,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_alone,low,
H00016,典賓,1,辛丑卜爭貞我卜多不吉勿未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00018,典賓,0,戌寅卜爭貞今春眾㞢工十一月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00026,典賓,0,丁未卜爭貞勿令畢以眾伐𢀛,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00027,典賓,0,未丁卜爭貞勿令畢以眾伐𢀛,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00028,典賓,0,貞王勿令畢以眾伐𢀛方,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00030,賓三,3,甲未释賓未释厀未释丁羌,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00033,典賓,0,癸酉卜賓貞翌戊令眾人未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00040,典賓,0,己巳卜爭貞乎未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00041,典賓,0,己巳卜爭貞乎眾人于誖,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00045,賓一,0,未释貞王疒未释未释眾𰜃不,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_alone,low,
H00052,賓三,0,未释殻貞王其啟未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00052,賓三,0,未释殻貞王其啟未释,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00059,賓三,0,己卯卜賓未释不喪眾,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00060,賓三,0,未释卯卜賓未释畢不未释眾,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00071,典賓,0,未释卜殻貞未释򮞃比未释𪭑未释亡祸,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00075,賓出,0,未释貞王未释眾于未释未释,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H00079,賓三,0,戊戌未释爭貞未释眾未释亡未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00088,賓三,0,未释亥卜賓未释眾未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00088,賓三,1,乙未释賓未释򮸫未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00089,賓出,0,癸卯未释貞未释子未释眾未释三,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00118,賓一,0,戊申卜賓令未释取析芻,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00122,賓一,0,貞王夢啟隹祸,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_alone,low,
H00122,賓一,1,王夢啟不隹祸,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_alone,low,
H00132,典賓,1,貞王其㞢未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00134,典賓,0,未释未释卜賓未释逸芻㝵,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00166,典賓,0,己酉卜殻貞臿獲羌,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00169,典賓,2,子漁㞢从,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00169,典賓,3,貞王勿去朿,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00171,典賓,0,未释未释卜殻貞戉獲羌,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00171,典賓,1,未释未释卜殻貞令望乘未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00171,典賓,2,未释未释未释殻貞王鼎比望乘未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00171,典賓,2,未释未释未释殻貞王鼎比望乘未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00176,典賓,8,貞乎帚好擇,帚好,FU_HAO,帚好,living,human,royal_consort,agent,living_named_person,high,MU_辛
H00177,典賓,0,己丑卜爭貞未释叶王史,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00177,典賓,0,己丑卜爭貞未释叶王史,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00177,典賓,1,貞未释叶王史,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00177,典賓,3,甲御卜殻貞乎畢先御尞于河,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00181,典賓,0,乙巳卜賓貞帚妌娩𰋶未释帚妌,帚妌,FU_JING,帚妌,living,human,royal_consort,agent,living_named_person,high,
H00181,典賓,0,乙巳卜賓貞帚妌娩𰋶未释帚妌,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00183,典賓,2,辛亥卜殻六月,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00192,典賓,0,未释戌卜賓貞疋獲羌,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00199,典賓,0,己卯卜爭貞今早令兔田从򮺻至于𪷾獲羌王占曰艱,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00199,典賓,0,己卯卜爭貞今早令兔田从򮺻至于𪷾獲羌王占曰艱,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00215,典賓,0,未释卜殻貞未释翌乙未未释獲羌,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00221,典賓,0,貞王未释沚𪭑比,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00225,典賓,0,未释爭貞敢未释吉其隹未释吉四日戊未释羌未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00229,賓三,0,辛巳未释賓貞未释甲申用目來羌自未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00239,賓三,0,丁丑卜爭貞來乙酉眢用侃來羌未释自元未释五月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00242,賓三,0,丙寅卜賓貞小來羌來甲戌㲹用,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00242,賓三,2,甲申卜賓貞王眢大示,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00242,賓三,2,甲申卜賓貞王眢大示,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_alone,low,
H00246,賓三,0,己亥卜賓貞㲹用來羌,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00261,典賓,0,辛丑卜貞畢以羌王于門尋,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00261,典賓,1,未释卜賓貞乎粦竹未释未释未释未释吉,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00277,賓三,0,丁未释賓未释乍未释򩡘八月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00277,賓三,1,己卯卜賓貞翌甲申用射臿以羌自㘡,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00279,典賓,0,貞多子以羌未释自高匕己匕庚于毓匕己,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00280,賓三,1,乙亥卜賓貞告以羌眢用自未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00290,賓三,0,未释卜爭未释以羌用,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00291,賓三,0,未释爭未释以羌,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00301,典賓,0,丁亥卜殻貞昔乙酉箙旋御大丁大甲且乙百鬯百羌卯三百未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00306,賓三,0,未释卜賓未释百羌殺六月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00319,賓三,0,庚辰卜爭未释來丁亥未释򩦖寢㞢埶歲未释羌卅卯十未释十二月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00322,賓三,0,未释卜賓未释御于未释卅羌未释十,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00331,賓三,0,丁丑卜賓貞子雝其御王于丁妻二匕己嚮羊三冊羌十,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00331,賓三,0,丁丑卜賓貞子雝其御王于丁妻二匕己嚮羊三冊羌十,王,KING_賓三,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00331,賓三,0,丁丑卜賓貞子雝其御王于丁妻二匕己嚮羊三冊羌十,子,PRINCE_賓三,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00335,典賓,0,貞翌未释子畢其束子十羌十牢未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00354,典賓,0,未释子卜未释羌十未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00357,典賓,1,翌辛亥𫹉未释王亥九羌,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00369,典賓,0,乙巳卜殻貞來辛亥𫹉,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00369,典賓,1,戊申卜殻貞五羌卯五牛,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00369,典賓,2,貞子漁亡其从,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00380,賓三,0,丁卯卜爭貞㞢未释于且乙牢羌三人,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00381,賓出,0,貞翌丁未子弘其㞢于丁三羌未释牢未释,子,PRINCE_賓出,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00383,賓三,0,乙酉卜爭貞未释小乙于庭未释羌三人,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00435,𠂤小,1,未释卜王未释南月未释㘡用,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H00439,賓三,3,卜賓貞兄丁羌用,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00446,典賓,0,未释殻貞㞢羌未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00475,典賓,0,甲辰卜賓貞尞于未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00475,典賓,1,貞登王亥羌未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00483,賓三,0,未释賓貞未释五牢未释十未释宜牢未释羌,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00495,典賓,0,丙御卜爭貞徵其係羌未释未释未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00495,典賓,1,壬戌卜賓貞叀甲子步,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00495,典賓,1,壬戌卜賓貞叀甲子步,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00511,典賓,2,未释丑卜殻貞翌甲寅不未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00511,典賓,3,未释卜殻貞翌甲寅𫹉于羌甲未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00515,典賓,1,丙申卜殻貞翌丁酉亡其去,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00525,𠂤賓,0,庚辰卜王朕剢羌不昷,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00542,典賓,0,甲子卜殻貞乎伐𢀛方受未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00542,典賓,0,甲子卜殻貞乎伐𢀛方受未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00542,典賓,1,癸酉卜爭貞乎多寇伐𢀛未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00542,典賓,2,甲申卜殻貞翌乙酉未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00547,典賓,0,辛酉卜爭貞勿乎以多寇伐𢀛方弗其受㞢佑,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00553,賓三,3,癸丑卜賓貞令彗墉以未释執寇七月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00558,典賓,0,未释卜殻貞五百寇用,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00565,典賓,0,丁丑卜賓貞翌己卯𫹉高匕己眔匕未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00575,典賓,0,未释申卜爭翌戊戌򲆪于未释奭,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00576,𠂤賓,0,癸丑卜王乎疋寇㚔五月,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00578,典賓,0,己酉卜賓未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00578,典賓,1,癸丑卜賓貞叀未释令執寇,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00578,典賓,2,未释戌卜賓未释于丁,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00608,典賓,0,甲寅卜殻貞寇未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00614,典賓,0,貞叀王往伐𢀛,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00614,典賓,1,貞叀王往伐𢀛方,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00614,典賓,2,貞勿隹王往伐𢀛方,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00615,典賓,0,貞叀王往伐𢀛,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00615,典賓,1,貞叀王往伐𢀛方,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00615,典賓,2,貞勿隹王往,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00619,典賓,0,己丑卜殻,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00619,典賓,3,王比,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00619,典賓,4,貞王勿比未释𪭑,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00629,賓出,0,貞今庚辰月用甗小臣卅小妾卅于帚九月,小臣,XIAO_CHEN,小臣,living,human,official,agent,living_named_person,high,
H00630,賓出,0,癸酉卜貞多匕甗小臣卅小妾卅未释帚,小臣,XIAO_CHEN,小臣,living,human,official,agent,living_named_person,high,
H00638,賓三,0,未释以子商臣于盖,子,PRINCE_賓三,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00638,賓三,1,未释爭貞未释昷㞢未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00644,未分期,0,壬子卜未释貞隹我𰏯不正十月,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00647,典賓,1,王未释収未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00651,賓三,1,乙巳卜爭貞告方出于且乙大甲,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00657,典賓,0,未释爭貞取汏妾,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00660,賓出,0,未释于王亥妾,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H00677,賓一,0,未释易多子女,子,PRINCE_賓一,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00678,𠂤小,0,戊子卜王㞢晦丙女,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H00678,𠂤小,0,戊子卜王㞢晦丙女,子,PRINCE_𠂤小,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00684,典賓,0,畀帚好晦,帚好,FU_HAO,帚好,living,human,royal_consort,agent,living_named_person,high,MU_辛
H00686,𠂤賓,1,未释子卜未释方未释蔑五月,子,PRINCE_𠂤賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00713,典賓,0,貞御子漁于父乙嚮羊𰇑𠬝,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00731,典賓,0,未释午卜殻未释御帚于未释𠬝未释女,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00742,𠂤賓,1,甲午卜王未释于未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00747,𠂤小,0,未释戌卜王未释𠬝于未释子羌未释,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H00747,𠂤小,0,未释戌卜王未释𠬝于未释子羌未释,子,PRINCE_𠂤小,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00754,典賓,0,未释申卜賓未释令未释𠬝未释未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00787,典賓,0,于女子,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00787,典賓,1,于女子,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00787,典賓,2,壬戌卜爭貞叀王自往陷,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00787,典賓,2,壬戌卜爭貞叀王自往陷,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00787,典賓,3,貞叀多子乎往,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00787,典賓,6,癸亥卜爭貞我黍受㞢年一月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00799,𠂤小,0,癸酉卜王貞自今癸酉至于乙酉邑人其見方印不其見方執一月,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_with_action,medium,
H00801,賓一,0,甲子卜爭貞禱于大未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00801,賓一,0,甲子卜爭貞禱于大未释,子,PRINCE_賓一,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00801,賓一,4,丙寅未释爭貞我受年,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00804,賓出,0,未释王尋畢以執,王,KING_賓出,Wu Ding,living,human,king,agent,living_king_alone,low,
H00805,賓三,0,丙戌卜爭貞其告鞠于河,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00807,典賓,0,未释王未释告鞠未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00813,典賓,1,貞父甲害王,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00813,典賓,2,貞匕壬害王,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00813,典賓,3,貞匕壬弗害王,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00824,賓三,0,癸丑卜賓貞畢來屯򨲇十二月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00830,賓出,0,貞于大賓延尸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00831,賓出,0,戊寅卜貞于丁賓延尸七夕,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00832,賓出,0,戊寅卜于丁賓未释尸七月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00834,賓三,0,辛未释爭貞未释尸于丁十一月,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00855,典賓,1,未释尞未释王未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00859,典賓,0,壬子卜古貞匕己克逸未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00859,典賓,1,未释爭未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00871,典賓,0,未释爭貞令未释師未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00874,典賓,0,未释巳卜賓貞亡追,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00879,典賓,0,戊寅卜殻貞収伐翌庚辰用,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00894,賓一,4,乙亥卜殻貞未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00908,𠂤賓,1,乙卯卜王叀丁巳步,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00911,典賓,0,壬戌卜爭未释翌甲子𫹉未释十伐,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00911,典賓,0,壬戌卜爭未释翌甲子𫹉未释十伐,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00920,典賓,0,㞢于王亥九伐卯未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00931,典賓,0,壬戌未释爭貞未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00942,典賓,1,貞來辛酉𫹉王亥,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00954,典賓,0,甲辰卜爭貞㞢伐于大甲,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00955,典賓,0,未释賓貞㞢未释伐于大甲未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H00962,賓三,0,壬戌卜爭貞翌癸未释未释丁,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H00969,賓一,0,翌乙酉乎子商𫹉伐于父乙,子,PRINCE_賓一,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00970,典賓,0,己亥卜殻貞㞢伐于未释尹亦㞢于蔑,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00982,賓一,0,癸丑未释王翌未释㞢伐于未释雨未释,王,KING_賓一,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H00987,典賓,1,庚子卜未释貞王叀未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H00987,典賓,1,庚子卜未释貞王叀未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H00988,賓一,0,未释卜殻未释𰇑未释伐,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H00990,未分期,0,未释子未释未释伐大未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00995,典賓,0,未释子𫹉伐六牢隹伯豕,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H00998,未分期,0,未释子𫹉伐未释,子,PRINCE_未分期,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H01012,典賓,0,翌庚子𫹉未释臿曾伐未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H01209,賓一,1,未释戌卜殻貞未释,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01210,典賓,0,貞王勿卒入,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H01210,典賓,2,癸卯卜殻,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01210,典賓,3,辛亥卜殻貞王入,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01210,典賓,3,辛亥卜殻貞王入,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H01210,典賓,4,貞王于協𫹉于㘡入,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H01217,賓一,0,未释未释未释殻未释㘡未释豭,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01225,典賓,1,未释王未释不未释于未释,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01227,賓三,0,未释未释未释爭貞翌自㘡未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H01249,𠂤賓,0,庚子卜王㘡匕甲毓匕癸未释,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01249,𠂤賓,0,庚子卜王㘡匕甲毓匕癸未释,子,PRINCE_𠂤賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H01254,典賓,0,壬戌卜殻貞㞢于示壬,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01255,賓三,0,未释未卜賓未释奏于示壬未释月,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H01283,典賓,0,壬申卜賓貞勿㞢于唐,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H01286,典賓,0,貞王雈匚于唐,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01287,典賓,0,乙亥未释殻貞未释于唐,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01301,典賓,0,辛巳卜爭貞來乙未𫹉唐五牢,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H01311,未分期,0,未释王未释不未释唐,王,KING_未分期,King (Unknown),living,human,king,agent,living_king_alone,low,
H01339,賓三,0,癸卯卜賓貞井方于唐宗彘,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H01345,賓一,0,乙亥卜爭貞禱于成十牛,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H01346,𠂤賓,2,庚戌余殻未释于咸允若,殻,KE,殻,living,human,diviner,agent,living_named_person,high,
H01356,未分期,1,未释寅王未释,王,KING_未分期,King (Unknown),living,human,king,agent,living_king_alone,low,
H01358,𠂤小,0,未释未释卜王未释于成未释及于禱未释,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H01360,𠂤小,0,甲未释王未释咸二告,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H01361,𠂤賓,0,未释乎王未释未释咸,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01373,𠂤小,1,父乙害王,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H01378,典賓,1,庚子未释貞㞢未释成未释,子,PRINCE_典賓,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H01399,𠂤小,0,未释卜王咸未释告且乙牢,王,KING_𠂤小,King (𠂤小),living,human,king,agent,living_king_alone,low,
H01401,典賓,0,貞大甲不賓于咸,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H01404,典賓,0,庚申卜爭貞乍大丁未释,爭,ZHENG,爭,living,human,diviner,agent,living_named_person,high,
H01412,𠂤賓,0,未释王延未释大丁未释豕未释六牛,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01415,賓三,0,丁巳卜賓未释眢㞢于大未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H01434,典賓,0,未释卜韋貞王往省从西告于大甲,王,KING_典賓,Wu Ding,living,human,king,agent,living_king_with_action,medium,
H01440,𠂤賓,0,未释王𰇑未释大甲,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01442,𠂤賓,0,未释王尞豰未释于大甲未释百㞢未释五十,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
H01447,𠂤賓,0,未释卜王貞匄于大甲,王,KING_𠂤賓,Wu Ding,living,human,king,agent,living_king_alone,low,
