bone_id,period_class,group_order,sentence_simple,surface_form,canonical_entity_id,canonical_name,entity_phase,entity_type,entity_subtype,entity_role,rule_hit,confidence,linked_entity_id
H35662,黃類,0,癸酉王卜貞旬亡򶫴在十夕甲戌彡未释甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35662,黃類,1,未释王卜未释亡򶫴未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35665,黃類,0,甲戌卜貞王賓򮩄甲薦亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35665,黃類,0,甲戌卜貞王賓򮩄甲薦亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35666,黃類,0,甲申卜貞王賓򮩄甲未释日亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35666,黃類,0,甲申卜貞王賓򮩄甲未释日亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35667,黃類,0,未释卜貞未释賓򮳗甲未释日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35668,黃類,0,未释申卜未释򮩄甲未释賓未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35669,黃類,0,甲寅卜貞王賓򮩄甲未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35669,黃類,0,甲寅卜貞王賓򮩄甲未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35669,黃類,1,貞王賓𫩀亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35669,黃類,1,貞王賓𫩀亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35673,黃類,1,壬子卜貞王今月亡򶫴,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35673,黃類,1,壬子卜貞王今月亡򶫴,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35675,黃類,0,乙亥卜貞王祖乙未释亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35676,黃類,0,未释卜貞王賓祖乙未释未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35676,黃類,0,未释卜貞王賓祖乙未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35677,黃類,0,甲戌卜貞王賓祖乙彡月亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35677,黃類,0,甲戌卜貞王賓祖乙彡月亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35678,黃類,0,甲辰卜貞王賓祖乙彡月亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35678,黃類,0,甲辰卜貞王賓祖乙彡月亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35679,黃類,0,貞王賓祖乙未释歲亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35679,黃類,0,貞王賓祖乙未释歲亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35679,黃類,1,未释賓未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35681,黃類,0,乙卯卜貞王賓祖乙濩未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35681,黃類,0,乙卯卜貞王賓祖乙濩未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35682,黃類,0,癸卯卜貞王賓祖乙未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35682,黃類,0,癸卯卜貞王賓祖乙未释亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35683,黃類,0,辛巳卜貞王賓祖辛未释翌亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35683,黃類,0,辛巳卜貞王賓祖辛未释翌亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35689,黃類,1,丁亥卜貞王賓祖丁薦亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35689,黃類,1,丁亥卜貞王賓祖丁薦亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35691,黃類,1,未释賓未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35693,黃類,0,未释卜貞王旬亡򶫴未释正夕甲子翌日羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35693,黃類,0,未释卜貞王旬亡򶫴未释正夕甲子翌日羌甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35694,黃類,0,癸未卜未释王旬亡򶫴在十夕甲申翌日羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35695,黃類,0,未释王卜未释亡򶫴未释曰吉未释月二,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35695,黃類,1,癸亥王卜貞旬亡򶫴王占曰吉在十夕二甲子翌򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35695,黃類,1,癸亥王卜貞旬亡򶫴王占曰吉在十夕二甲子翌򳠵甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35695,黃類,2,癸丑王未释貞旬亡未释王占曰吉在十一夕甲寅翌羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35696,黃類,0,未释旬亡򶫴王占未释寅未释羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35697,黃類,0,癸未释王旬未释在十月未释󿮠未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35697,黃類,1,未释貞王未释在二月未释祭羌甲甲未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35698,黃類,1,癸丑王卜在򦦁𫡜貞旬亡򶫴在十夕甲寅祭羌甲未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35698,黃類,2,未释王卜未释𫡜貞旬亡򶫴王占曰吉在四夕未释子祭򳠵甲未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35698,黃類,2,未释王卜未释𫡜貞旬亡򶫴王占曰吉在四夕未释子祭򳠵甲未释,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35712,黃類,0,丁酉卜貞王賓四祖丁翌日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35712,黃類,0,丁酉卜貞王賓四祖丁翌日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35712,黃類,1,未释賓未释亡未释尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35713,黃類,0,丁巳卜貞王賓四祖丁協日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35713,黃類,0,丁巳卜貞王賓四祖丁協日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35715,黃類,0,貞王賓四祖丁𥘥未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35715,黃類,0,貞王賓四祖丁𥘥未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35717,黃類,0,未释戌卜貞未释賓五祖丁未释尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35722,黃類,0,庚申卜貞王賓南庚翌日亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35722,黃類,0,庚申卜貞王賓南庚翌日亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35722,黃類,1,甲子乙未释甲戌乙未释未释未释未释,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35723,黃類,0,未释卜貞王未释南庚翌未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35723,黃類,1,未释賓未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35724,黃類,0,貞王賓𫩀亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35724,黃類,0,貞王賓𫩀亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35724,黃類,1,庚申卜貞王賓南庚祭亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35724,黃類,1,庚申卜貞王賓南庚祭亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35725,黃類,0,庚午卜貞王賓南庚協日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35725,黃類,0,庚午卜貞王賓南庚協日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35727,黃類,0,庚申卜貞王賓南庚協日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35727,黃類,0,庚申卜貞王賓南庚協日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35728,黃類,0,庚寅卜貞王賓南庚彡日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35728,黃類,0,庚寅卜貞王賓南庚彡日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35730,黃類,0,貞王未释未释南庚彡未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35732,黃類,0,庚寅卜貞王賓南庚未释日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35732,黃類,0,庚寅卜貞王賓南庚未释日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35734,黃類,0,庚戌卜貞王賓南庚薦未释尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35734,黃類,0,庚戌卜貞王賓南庚薦未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35735,黃類,0,庚辰卜貞王賓南庚未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35735,黃類,0,庚辰卜貞王賓南庚未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35736,黃類,0,庚申卜貞王賓南庚未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35736,黃類,0,庚申卜貞王賓南庚未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35736,黃類,1,貞王賓𫩀亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35736,黃類,1,貞王賓𫩀亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35737,黃類,0,未释貞王未释南庚未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35737,黃類,1,未释王賓未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35737,黃類,1,未释王賓未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35738,黃類,0,未释卜貞未释賓南庚未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35740,黃類,0,未释貞王南庚未释亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35741,黃類,0,癸未释王占未释翌日未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35741,黃類,1,癸未王卜貞旬亡򶫴王占曰吉在二月甲申翌򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35741,黃類,2,癸巳王卜貞旬亡򶫴王占曰吉在二夕,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35741,黃類,3,癸卯王卜貞旬亡򶫴在二月甲辰翌祖甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35741,黃類,4,癸丑王卜貞未释未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35746,黃類,0,癸未释未释王未释在未释未释未释翌未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35746,黃類,1,癸未释王未释򶫴未释甲午未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35747,黃類,0,未释未释卜貞王未释򳠵甲翌日未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35748,黃類,0,癸巳王卜貞旬亡򶫴甲正夕王占曰大吉甲午未释򳠵甲協羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35748,黃類,1,癸未王卜未释旬亡򶫴王未释曰大在正未释甲申祭兔未释羌甲協未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35749,黃類,0,癸巳卜未释貞王旬未释在二月甲未释𰇑小甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35749,黃類,1,癸卯卜򮚺貞王旬亡򶫴在二月甲辰祭羌甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35749,黃類,2,癸丑卜򮚺貞王旬亡򶫴甲三夕甲寅祭򳠵甲甲未释羌甲協򮩄甲甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35749,黃類,3,癸亥卜貞王旬亡򶫴在三夕甲子未释򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35749,黃類,3,癸亥卜貞王旬亡򶫴在三夕甲子未释򳠵甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35749,黃類,4,癸酉卜貞王旬亡򶫴在三夕甲戌祭酉甲協򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35751,黃類,0,癸酉卜侃貞王旬亡򶫴在正夕甲戌未释򳠵甲協日羌,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35753,黃類,0,癸亥未释王未释򶫴未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35757,黃類,0,癸亥卜貞王旬亡򶫴在八夕甲子彡򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35757,黃類,0,癸亥卜貞王旬亡򶫴在八夕甲子彡򳠵甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35760,黃類,0,甲戌卜貞王賓򳠵甲彡亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35760,黃類,0,甲戌卜貞王賓򳠵甲彡亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35762,黃類,0,癸酉卜貞王賓𬪹甲彡月亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35762,黃類,0,癸酉卜貞王賓𬪹甲彡月亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35763,黃類,0,未释未释未释貞王未释򳠵甲彡未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35764,黃類,0,癸巳未释王旬亡未释在十未释甲午未释日򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35767,黃類,0,丁丑卜未释王賓未释未释翌日未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35767,黃類,0,丁丑卜未释王賓未释未释翌日未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35767,黃類,1,貞王未释𫩀未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35767,黃類,2,貞王賓𫩀亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35767,黃類,2,貞王賓𫩀亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35767,黃類,3,未释王未释𬪹甲未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35773,黃類,0,庚申卜貞王賓般庚翌日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35773,黃類,0,庚申卜貞王賓般庚翌日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35776,黃類,0,己丑卜貞王賓般庚彡夕亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35776,黃類,0,己丑卜貞王賓般庚彡夕亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35776,黃類,1,貞王賓𥘥亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35776,黃類,1,貞王賓𥘥亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35777,黃類,0,未释未释卜貞王未释般庚彡未释未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35779,黃類,0,未释寅卜貞未释賓般庚未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35784,黃類,0,辛丑卜貞王賓小辛祭亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35784,黃類,0,辛丑卜貞王賓小辛祭亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35790,黃類,0,未释未释卜貞王未释小辛未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35794,黃類,0,乙酉卜貞王賓小乙翌日亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35794,黃類,0,乙酉卜貞王賓小乙翌日亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35799,黃類,0,乙巳卜貞王賓小乙彡日未释尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35799,黃類,0,乙巳卜貞王賓小乙彡日未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35800,黃類,0,甲辰卜貞王賓小乙彡月未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35800,黃類,0,甲辰卜貞王賓小乙彡月未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35800,黃類,1,貞王賓𥘥亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35800,黃類,1,貞王賓𥘥亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35802,黃類,0,甲申卜貞王賓小乙未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35802,黃類,0,甲申卜貞王賓小乙未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35803,黃類,0,甲辰卜貞王賓禱祖丁祖丁祖甲康祖丁武乙卒亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35803,黃類,0,甲辰卜貞王賓禱祖丁祖丁祖甲康祖丁武乙卒亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35807,黃類,0,乙亥卜未释王賓小乙未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35807,黃類,0,乙亥卜未释王賓小乙未释亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35808,黃類,0,甲午卜貞王賓小乙未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35808,黃類,0,甲午卜貞王賓小乙未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35810,黃類,0,未释未释未释貞王未释小乙未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35812,黃類,0,丁巳卜貞王賓武丁翌日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35812,黃類,0,丁巳卜貞王賓武丁翌日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35814,黃類,0,丙申卜貞王賓武丁彡月亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35814,黃類,0,丙申卜貞王賓武丁彡月亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35816,黃類,0,丁巳卜貞王賓自武丁至于武乙卒亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35816,黃類,0,丁巳卜貞王賓自武丁至于武乙卒亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35817,黃類,0,丁未卜貞王賓武丁未释亡未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35817,黃類,0,丁未卜貞王賓武丁未释亡未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35818,黃類,17,甲子卜貞武乙丁其牢茲用,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H35822,黃類,2,丙子卜貞武丁未释其牢,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H35823,黃類,0,丙子卜貞武丁丁其牢茲用,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H35824,黃類,0,丙子卜未释武丁丁其牢未释用,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,medium,
H35825,黃類,1,丙子卜未释武丁未释牢,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35827,黃類,0,丙子未释武丁未释牢,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35847,黃類,0,丙子卜未释武丁丁未释𬙮茲未释,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35853,黃類,0,未释貞王未释祖丁祭未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35859,黃類,1,甲辰卜貞王賓󿮠卒亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35859,黃類,1,甲辰卜貞王賓󿮠卒亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35860,黃類,0,未释未释未释王未释尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35862,黃類,0,己卯卜貞王賓祖己翌日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35862,黃類,0,己卯卜貞王賓祖己翌日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35865,黃類,0,己未释卜貞王賓祖己祭未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35865,黃類,0,己未释卜貞王賓祖己祭未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35866,黃類,0,己巳卜貞王賓祖己未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35866,黃類,0,己巳卜貞王賓祖己未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35866,黃類,1,庚午卜貞王賓祖庚未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35866,黃類,1,庚午卜貞王賓祖庚未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35867,黃類,0,己丑卜貞王賓祖己未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35867,黃類,0,己丑卜貞王賓祖己未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35869,黃類,0,未释未释卜貞王賓未释未释未释日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35869,黃類,0,未释未释卜貞王賓未释未释未释日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35869,黃類,1,己未释卜貞王賓祖己協日未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35869,黃類,1,己未释卜貞王賓祖己協日未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35870,黃類,0,己酉卜貞王賓祖己彡日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35870,黃類,0,己酉卜貞王賓祖己彡日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35870,黃類,1,貞王賓𫩀亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35870,黃類,1,貞王賓𫩀亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35871,黃類,0,戊戌卜貞王賓祖己彡夕未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35871,黃類,0,戊戌卜貞王賓祖己彡夕未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35872,黃類,0,己丑卜貞王賓祖己薦亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35872,黃類,0,己丑卜貞王賓祖己薦亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35873,黃類,0,己酉卜貞王賓祖己未释日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35873,黃類,0,己酉卜貞王賓祖己未释日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35874,黃類,0,未释貞王賓祖庚祭亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35874,黃類,0,未释貞王賓祖庚祭亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35874,黃類,1,貞王賓未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35874,黃類,1,貞王賓未释亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35875,黃類,0,庚寅卜貞王賓且庚協日未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35875,黃類,0,庚寅卜貞王賓且庚協日未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35876,黃類,0,甲午卜貞王賓祖甲協亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35876,黃類,0,甲午卜貞王賓祖甲協亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35876,黃類,1,庚寅卜貞王賓祖庚協未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35876,黃類,1,庚寅卜貞王賓祖庚協未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35877,黃類,0,庚戌卜貞王賓祖庚彡日亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35877,黃類,0,庚戌卜貞王賓祖庚彡日亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35878,黃類,0,己巳卜貞王賓祖庚彡月亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35878,黃類,0,己巳卜貞王賓祖庚彡月亡尤,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35880,黃類,0,庚申卜貞王賓祖庚未释未释,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35880,黃類,0,庚申卜貞王賓祖庚未释未释,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35881,黃類,0,未释辰卜未释賓祖庚未释亡尤,賓,BIN,賓,living,human,diviner,agent,living_named_person,high,
H35882,黃類,0,未释卜貞王未释且庚,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35883,黃類,0,未释王卜貞未释򶫴在十一月未释子翌日且甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35883,黃類,0,未释王卜貞未释򶫴在十一月未释子翌日且甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
H35884,黃類,0,癸未卜侃貞王旬亡򶫴在正夕甲申祭祖甲協򳠵甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35885,黃類,0,癸亥王卜貞旬亡򶫴在二夕王占曰大吉甲子協祖甲,王,KING_黃類,Kang Ding,living,human,king,agent,living_king_alone,low,
H35885,黃類,0,癸亥王卜貞旬亡򶫴在二夕王占曰大吉甲子協祖甲,子,PRINCE_黃類,Prince,living,human,royal_family,agent,living_prince_pattern,low,
