bone_id,group_type,group_order,period_class,sentence_simple,theme,detail_json
H14345,InscriptionSentence,0,典賓,貞于西晦𫹉帝,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""帝""]}"
H14345,InscriptionSentence,0,典賓,貞于西晦𫹉帝,spatial,"{""directions"": [""西""]}"
H14346,InscriptionSentence,0,典賓,不其延雨,rain,"{""keyword"": ""雨""}"
H14349,InscriptionSentence,0,典賓,禱于未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14349,InscriptionSentence,1,典賓,貞于未释示禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14357,InscriptionSentence,0,典賓,己巳卜亘貞乎己曰隹告我,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14358,InscriptionSentence,0,𠂤賓,辛巳卜貞一牛示禱自㘡一牛未释隹羊未释隹彘,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14367,InscriptionSentence,0,賓出,禱未释夒未释一月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14381,InscriptionSentence,1,賓三,貞㞢未释尞未释卯未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14389,InscriptionSentence,0,賓出,未释岳未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14389,InscriptionSentence,1,賓出,貞未释򨲇未释雨,rain,"{""keyword"": ""雨""}"
H14398,InscriptionSentence,0,典賓,貞王未释岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14398,InscriptionSentence,1,典賓,貞尞于土,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""土""]}"
H14398,InscriptionSentence,1,典賓,貞尞于土,spatial,"{""places"": [""土""]}"
H14398,InscriptionSentence,2,典賓,勿尞于土,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""土""]}"
H14398,InscriptionSentence,2,典賓,勿尞于土,spatial,"{""places"": [""土""]}"
H14400,InscriptionSentence,0,典賓,今日勿尞于土,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""土""]}"
H14400,InscriptionSentence,0,典賓,今日勿尞于土,spatial,"{""places"": [""土""]}"
H14401,InscriptionSentence,0,典賓,貞勿尞于土,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""土""]}"
H14401,InscriptionSentence,0,典賓,貞勿尞于土,spatial,"{""places"": [""土""]}"
H14403,InscriptionSentence,0,未分期,未释土巳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""土""]}"
H14403,InscriptionSentence,0,未分期,未释土巳,spatial,"{""places"": [""土""]}"
H14404,InscriptionSentence,0,典賓,殻貞叀土,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""土""]}"
H14404,InscriptionSentence,0,典賓,殻貞叀土,spatial,"{""places"": [""土""]}"
H14409,InscriptionSentence,0,典賓,辛卯卜告貞㞢于岳,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14410,InscriptionSentence,1,典賓,貞今丙辰其雨,rain,"{""keyword"": ""雨""}"
H14410,InscriptionSentence,3,典賓,貞㞢于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14414,InscriptionSentence,0,典賓,貞㞢于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14415,InscriptionSentence,0,典賓,貞㞢于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14416,InscriptionSentence,1,𠂤賓,㞢岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14417,InscriptionSentence,0,𠂤賓,岳㞢于乙亥,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14418,InscriptionSentence,0,典賓,貞㞢于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14419,InscriptionSentence,0,典賓,勿㞢于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14421,InscriptionSentence,0,典賓,貞岳򩦔止,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14421,InscriptionSentence,1,典賓,亡左,spatial,"{""directions"": [""左""]}"
H14422,InscriptionSentence,0,典賓,貞岳賓止我尞,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14423,InscriptionSentence,0,𠂤賓,癸卯卜貞告未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14424,InscriptionSentence,0,典賓,戊貞岳未释未释木,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14425,InscriptionSentence,0,賓出,丁巳卜禱于岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14426,InscriptionSentence,0,典賓,卯午卜賓禱岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14427,InscriptionSentence,0,典賓,禱岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14428,InscriptionSentence,0,𠂤賓,岳禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14432,InscriptionSentence,0,典賓,勿于岳禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14434,InscriptionSentence,0,典賓,庚辰卜尞于岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14435,InscriptionSentence,0,典賓,癸卯卜貞尞于岳三牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14439,InscriptionSentence,0,典賓,酉卜未释尞于岳三豖卯九,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14442,InscriptionSentence,0,典賓,貞尞于岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14445,InscriptionSentence,0,典賓,丙辰未释未释貞尞未释未释岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14446,InscriptionSentence,0,賓一,夕尞于岳雨,rain,"{""keyword"": ""雨""}"
H14446,InscriptionSentence,0,賓一,夕尞于岳雨,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14447,InscriptionSentence,0,典賓,貞尞岳牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14448,InscriptionSentence,0,典賓,庚子卜貞往尞岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14451,InscriptionSentence,0,典賓,晨三尞于岳十月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14453,InscriptionSentence,0,賓一,乎雀尞于岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14454,InscriptionSentence,0,典賓,貞今日雨,rain,"{""keyword"": ""雨""}"
H14454,InscriptionSentence,1,典賓,貞勿尞于岳,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14458,InscriptionSentence,0,典賓,取岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14459,InscriptionSentence,1,賓一,貞翌癸丑取岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14460,InscriptionSentence,0,典賓,取岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14460,InscriptionSentence,2,典賓,取岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14463,InscriptionSentence,0,典賓,貞叀岳取,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14472,InscriptionSentence,0,典賓,甲辰卜爭貞我舞岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14473,InscriptionSentence,0,賓出,勿舞岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14476,InscriptionSentence,0,賓一,未释未释岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14477,InscriptionSentence,0,典賓,貞望岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14483,InscriptionSentence,0,賓出,庚御卜貞辛未򺵉岳㞢雨,rain,"{""keyword"": ""雨""}"
H14483,InscriptionSentence,0,賓出,庚御卜貞辛未򺵉岳㞢雨,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14484,InscriptionSentence,0,賓出,未释卜貞未释岳未释雨,rain,"{""keyword"": ""雨""}"
H14484,InscriptionSentence,0,賓出,未释卜貞未释岳未释雨,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14489,InscriptionSentence,0,典賓,貞岳不我,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14493,InscriptionSentence,1,典賓,𫩀岳雨,rain,"{""keyword"": ""雨""}"
H14493,InscriptionSentence,1,典賓,𫩀岳雨,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14495,InscriptionSentence,0,未分期,貞不隹岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14499,InscriptionSentence,0,賓出,貞于未兄辛于岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14502,InscriptionSentence,1,賓出,貞岳,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14503,InscriptionSentence,0,𠂤小,岳一豕,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14504,InscriptionSentence,1,典賓,叀岳祀,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""岳""]}"
H14510,InscriptionSentence,0,賓一,丁亥卜貞㞢于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14511,InscriptionSentence,1,典賓,貞㞢于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14514,InscriptionSentence,0,典賓,丙我亦㞢未释河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14515,InscriptionSentence,0,典賓,㞢于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14516,InscriptionSentence,0,典賓,貞勿㞢于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14516,InscriptionSentence,1,典賓,㞢于河二,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14517,InscriptionSentence,0,典賓,貞于河㞢,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14522,InscriptionSentence,0,典賓,未释丑卜賓貞㞢匚于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14523,InscriptionSentence,0,典賓,貞王勿舌河弗其未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14530,InscriptionSentence,0,典賓,貞未释匚未释河𫹉未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14532,InscriptionSentence,0,典賓,未释告未释河未释若,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14538,InscriptionSentence,0,典賓,貞禱于河,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14540,InscriptionSentence,0,𠂤賓,未释禱于河三牢寧未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14543,InscriptionSentence,0,典賓,貞于河禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14546,InscriptionSentence,0,典賓,貞勿禱于河,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14548,InscriptionSentence,0,典賓,亡其來自西,spatial,"{""directions"": [""西""]}"
H14548,InscriptionSentence,1,典賓,未释來未释西,spatial,"{""directions"": [""西""]}"
H14548,InscriptionSentence,2,典賓,勿于河禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14551,InscriptionSentence,0,賓一,丁丑卜爭貞乎雀祀于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14552,InscriptionSentence,0,賓一,未释卯卜丙尞于河十牛宜十牛,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14552,InscriptionSentence,1,賓一,尞未释亥未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14557,InscriptionSentence,0,典賓,丙午未释貞尞未释三未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14559,InscriptionSentence,0,𠂤賓,尞于河一牢坎二牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14559,InscriptionSentence,1,𠂤賓,尞于河一牢坎二牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14560,InscriptionSentence,0,典賓,壬戌未释貞尞未释河牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14567,InscriptionSentence,0,典賓,未释未释未释賓貞尞未释未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14567,InscriptionSentence,1,典賓,未释尞于河未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14570,InscriptionSentence,0,典賓,癸亥卜爭貞尞于河不򬜜鼄,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14575,InscriptionSentence,0,賓一,庚申卜殻貞取河㞢从雨,rain,"{""keyword"": ""雨""}"
H14575,InscriptionSentence,0,賓一,庚申卜殻貞取河㞢从雨,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14589,InscriptionSentence,0,賓一,未释來辛亥𫹉河未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14590,InscriptionSentence,0,典賓,戊午卜爭貞今未释辛酉乎𫹉河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14593,InscriptionSentence,0,典賓,未释叀辛未释未释河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14596,InscriptionSentence,0,典賓,未释未释未释𫹉河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14602,InscriptionSentence,0,賓一,未释乍賓未释未释河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14607,InscriptionSentence,0,賓三,未释辰卜賓未释未释于河未释牢沈五未释宜未释未释夕,ritual,"{""verb_type"": ""weak"", ""verbs"": [""宜""], ""target_type"": ""nature"", ""targets"": [""河""]}"
H14609,InscriptionSentence,0,𠂤賓,未释坎于河一牢四夕,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14612,InscriptionSentence,0,𠂤賓,未释于河未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14613,InscriptionSentence,0,𠂤賓,未释未释于河未释牢坎未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14614,InscriptionSentence,0,典賓,丙午卜未释未释河弗若,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14614,InscriptionSentence,2,典賓,未释巳未释未释二告小告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14615,InscriptionSentence,0,典賓,未释午卜賓貞河求我,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14623,InscriptionSentence,0,典賓,貞河不其匄,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14625,InscriptionSentence,0,賓三,未释未释卜爭貞未释河豐其未释未释叀未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14626,InscriptionSentence,0,𠂤小,貞令未释屰河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14627,InscriptionSentence,0,𠂤賓,未释旁未释河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14636,InscriptionSentence,0,典賓,發于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14642,InscriptionSentence,0,賓一,未释翌未释丑未释河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14655,InscriptionSentence,0,典賓,己巳卜貞尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14660,InscriptionSentence,0,𠂤賓,未释亥卜尞于兇𰇑二牛,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14663,InscriptionSentence,0,典賓,未释尞未释兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14664,InscriptionSentence,0,𠂤歷,乙亥卜尞兇羊宜牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14664,InscriptionSentence,1,𠂤歷,未释禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14666,InscriptionSentence,0,賓一,乙卯卜殻貞尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14667,InscriptionSentence,0,典賓,己巳卜殻貞尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14671,InscriptionSentence,1,典賓,帝受我佑,ritual,"{""verb_type"": ""weak"", ""verbs"": [""佑""], ""target_type"": ""nature"", ""targets"": [""帝""]}"
H14671,InscriptionSentence,2,典賓,貞尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14673,InscriptionSentence,0,典賓,尞于󿯟東,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14673,InscriptionSentence,1,典賓,貞勿尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14673,InscriptionSentence,2,典賓,尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14679,InscriptionSentence,0,典賓,貞兇未释雨,rain,"{""keyword"": ""雨""}"
H14681,InscriptionSentence,1,賓出,卯八牛禱,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14682,InscriptionSentence,1,賓出,勿大于河,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14684,InscriptionSentence,0,典賓,未释申卜亘今日不其雨,rain,"{""keyword"": ""雨""}"
H14691,InscriptionSentence,1,典賓,貞于𰥏尞八月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14692,InscriptionSentence,0,典賓,未释未释卜亘貞今夕不延雨,rain,"{""keyword"": ""雨""}"
H14694,InscriptionSentence,1,典賓,貞于𰥏尞,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14697,InscriptionSentence,0,賓一,今日尞于虫豖二告,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14698,InscriptionSentence,0,賓一,今日尞豖于䖵,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14702,InscriptionSentence,0,𠂤賓,壬辰卜翌甲午尞于䖵羊㞢豖,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14703,InscriptionSentence,0,𠂤賓,辛卯卜尞于䖵,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14703,InscriptionSentence,1,𠂤賓,壬辰卜翌甲午尞于䖵羊㞢豕,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14704,InscriptionSentence,0,𠂤賓,辛卯卜尞于䖵,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14705,InscriptionSentence,0,𠂤賓,辛卯卜尞于䖵,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14705,InscriptionSentence,1,𠂤賓,壬辰卜翌甲御尞于䖵羊豖,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞"", ""御""], ""target_type"": ""other""}"
H14720,InscriptionSentence,1,典賓,壬午卜賓貞禱未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14733,InscriptionSentence,0,賓一,甲辰卜殻貞來辛亥尞于王亥卅牛二月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14739,InscriptionSentence,1,典賓,㞢雨,rain,"{""keyword"": ""雨""}"
H14739,InscriptionSentence,2,典賓,貞尞于王亥五牛,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14741,InscriptionSentence,0,賓出,未释酉卜貞尞于王亥五牛二月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14742,InscriptionSentence,0,賓一,未释未释卜亘貞尞于王亥三牛,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14743,InscriptionSentence,0,賓三,甲申卜賓貞翌辛卯尞于王亥三牛,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14744,InscriptionSentence,0,𠂤賓,未释尞于王亥四𫳅,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14746,InscriptionSentence,2,典賓,未释未释卜賓貞尞于王亥,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14747,InscriptionSentence,1,典賓,尞于王亥,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14748,InscriptionSentence,0,典賓,貞帝于王亥未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""帝""]}"
H14753,InscriptionSentence,0,賓出,未释既㞢王亥告未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14768,InscriptionSentence,2,典賓,貞于河未释年,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14771,InscriptionSentence,0,𠂤賓,辛卯卜尞于兇,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14771,InscriptionSentence,1,𠂤賓,辛卯卜尞于未释,ritual,"{""verb_type"": ""strong"", ""verbs"": [""尞""], ""target_type"": ""other""}"
H14792,InscriptionSentence,0,典賓,媚不陟丘二告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14792,InscriptionSentence,1,典賓,貞勿率未释二告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14843,InscriptionSentence,0,典賓,未释伐未释大示未释,war,"{""keywords"": [""伐""]}"
H14847,InscriptionSentence,0,賓出,貞御王自㘡未释大示十二月,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H14848,InscriptionSentence,0,賓出,貞御王自㘡眢大示,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""other""}"
H14851,InscriptionSentence,0,賓三,庚子卜爭貞其祀于河以大示至于多毓二未释,ritual,"{""verb_type"": ""none"", ""target_type"": ""nature"", ""targets"": [""河""]}"
H14856,InscriptionSentence,0,賓三,未释未释卜賓未释未释甲申未释未释未释歲未释至于多毓未释𫹉十三月,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H14867,InscriptionSentence,0,𠂤小,未释亥卜貞未释三示御未释大乙大甲且乙五牢,ritual,"{""verb_type"": ""strong"", ""verbs"": [""御""], ""target_type"": ""ancestor"", ""targets"": [""大甲"", ""大乙""]}"
H14875,InscriptionSentence,0,典賓,貞禱于九示,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14875,InscriptionSentence,1,典賓,貞禱于九示,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14877,InscriptionSentence,0,典賓,禱于九示,ritual,"{""verb_type"": ""strong"", ""verbs"": [""禱""], ""target_type"": ""other""}"
H14931,InscriptionSentence,1,典賓,甲午卜亘貞未释二告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14936,InscriptionSentence,1,典賓,貞𫹉告,ritual,"{""verb_type"": ""weak"", ""verbs"": [""告""], ""target_type"": ""other""}"
H14938,InscriptionSentence,0,𠂤賓,庚辰子𠨘㞢未释歲未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
H14939,InscriptionSentence,0,𠂤賓,甲申㞢未释歲未释,ritual,"{""verb_type"": ""weak"", ""verbs"": [""歲""], ""target_type"": ""other""}"
